inspection_id,project_id,inspection_date,inspection_score,inspection_status,remarks
INSP00410,P00410,2025-01-11,85,Passed,Project inspection satisfactory
INSP00411,P00411,2025-08-12,85,Passed,Project inspection satisfactory
INSP00412,P00412,2024-05-10,85,Passed,Project inspection satisfactory
INSP00413,P00413,2024-09-08,85,Passed,Project inspection satisfactory
INSP00414,P00414,2026-05-01,85,Passed,Project inspection satisfactory
INSP00415,P00415,2026-01-24,85,Passed,Project inspection satisfactory
INSP00416,P00416,2026-01-02,85,Passed,Project inspection satisfactory
INSP00417,P00417,2024-07-01,85,Passed,Project inspection satisfactory
INSP00418,P00418,2025-08-27,85,Passed,Project inspection satisfactory
INSP00419,P00419,2024-09-10,85,Passed,Project inspection satisfactory
INSP00420,P00420,2026-01-02,85,Passed,Project inspection satisfactory
INSP00421,P00421,2025-08-19,45,Needs Improvement,Physical progress requires verification
INSP00422,P00422,2024-09-30,85,Passed,Project inspection satisfactory
INSP00423,P00423,2024-05-22,85,Passed,Project inspection satisfactory
INSP00424,P00424,2024-05-23,85,Passed,Project inspection satisfactory
INSP00425,P00425,2024-02-19,85,Passed,Project inspection satisfactory
INSP00426,P00426,2024-12-15,85,Passed,Project inspection satisfactory
INSP00427,P00427,2024-09-19,85,Passed,Project inspection satisfactory
INSP00428,P00428,2024-10-30,85,Passed,Project inspection satisfactory
INSP00429,P00429,2024-08-18,85,Passed,Project inspection satisfactory
INSP00430,P00430,2024-05-01,85,Passed,Project inspection satisfactory
INSP00431,P00431,2024-04-14,85,Passed,Project inspection satisfactory
INSP00432,P00432,2025-03-12,85,Passed,Project inspection satisfactory
INSP00433,P00433,2024-12-13,85,Passed,Project inspection satisfactory
INSP00434,P00434,2026-02-27,85,Passed,Project inspection satisfactory
INSP00435,P00435,2026-04-02,85,Passed,Project inspection satisfactory
INSP00436,P00436,2025-12-03,85,Passed,Project inspection satisfactory
INSP00437,P00437,2024-01-24,85,Passed,Project inspection satisfactory
INSP00438,P00438,2024-06-11,85,Passed,Project inspection satisfactory
INSP00439,P00439,2024-01-20,85,Passed,Project inspection satisfactory
INSP00440,P00440,2024-05-06,85,Passed,Project inspection satisfactory
INSP00441,P00441,2024-09-03,85,Passed,Project inspection satisfactory
INSP00442,P00442,2025-01-13,85,Passed,Project inspection satisfactory
INSP00443,P00443,2025-06-01,85,Passed,Project inspection satisfactory
INSP00444,P00444,2025-01-20,85,Passed,Project inspection satisfactory
INSP00445,P00445,2026-01-26,85,Passed,Project inspection satisfactory
INSP00446,P00446,2024-10-12,85,Passed,Project inspection satisfactory
INSP00447,P00447,2024-07-12,85,Passed,Project inspection satisfactory
INSP00448,P00448,2025-09-17,85,Passed,Project inspection satisfactory
INSP00449,P00449,2025-07-21,85,Passed,Project inspection satisfactory
INSP00450,P00450,2025-09-09,85,Passed,Project inspection satisfactory
INSP00451,P00451,2025-06-26,35,Failed,Work quality below expected standard
INSP00452,P00452,2024-07-19,85,Passed,Project inspection satisfactory
INSP00453,P00453,2025-08-31,85,Passed,Project inspection satisfactory
INSP00454,P00454,2024-05-31,85,Passed,Project inspection satisfactory
INSP00455,P00455,2024-06-26,85,Passed,Project inspection satisfactory
INSP00456,P00456,2025-06-11,85,Passed,Project inspection satisfactory
INSP00457,P00457,2026-02-10,85,Passed,Project inspection satisfactory
INSP00458,P00458,2025-12-17,85,Passed,Project inspection satisfactory
INSP00459,P00459,2025-06-06,85,Passed,Project inspection satisfactory
INSP00460,P00460,2025-03-13,85,Passed,Project inspection satisfactory
INSP00461,P00461,2024-06-07,85,Passed,Project inspection satisfactory
INSP00462,P00462,2025-10-17,85,Passed,Project inspection satisfactory
INSP00463,P00463,2024-01-30,85,Passed,Project inspection satisfactory
INSP00464,P00464,2026-03-16,85,Passed,Project inspection satisfactory
INSP00465,P00465,2025-04-24,85,Passed,Project inspection satisfactory
INSP00466,P00466,2025-03-11,85,Passed,Project inspection satisfactory
INSP00467,P00467,2026-02-10,85,Passed,Project inspection satisfactory
INSP00468,P00468,2025-05-26,85,Passed,Project inspection satisfactory
INSP00469,P00469,2024-04-25,85,Passed,Project inspection satisfactory
INSP00470,P00470,2025-04-04,85,Passed,Project inspection satisfactory
INSP00471,P00471,2025-06-11,85,Passed,Project inspection satisfactory
INSP00472,P00472,2024-06-05,85,Passed,Project inspection satisfactory
INSP00473,P00473,2026-04-08,85,Passed,Project inspection satisfactory
INSP00474,P00474,2024-04-07,85,Passed,Project inspection satisfactory
INSP00475,P00475,2025-09-07,85,Passed,Project inspection satisfactory
INSP00476,P00476,2025-07-19,85,Passed,Project inspection satisfactory
INSP00477,P00477,2025-06-05,85,Passed,Project inspection satisfactory
INSP00478,P00478,2026-01-19,85,Passed,Project inspection satisfactory
INSP00479,P00479,2024-06-10,85,Passed,Project inspection satisfactory
INSP00480,P00480,2025-06-11,85,Passed,Project inspection satisfactory
INSP00481,P00481,2025-04-25,45,Needs Improvement,Physical progress requires verification
INSP00482,P00482,2024-10-31,85,Passed,Project inspection satisfactory
INSP00483,P00483,2024-02-14,85,Passed,Project inspection satisfactory
INSP00484,P00484,2024-11-10,85,Passed,Project inspection satisfactory
INSP00485,P00485,2024-03-10,85,Passed,Project inspection satisfactory
INSP00486,P00486,2025-05-31,85,Passed,Project inspection satisfactory
INSP00487,P00487,2025-11-07,85,Passed,Project inspection satisfactory
INSP00488,P00488,2024-07-12,85,Passed,Project inspection satisfactory
INSP00489,P00489,2026-03-11,85,Passed,Project inspection satisfactory
INSP00490,P00490,2025-08-12,85,Passed,Project inspection satisfactory
INSP00491,P00491,2025-10-30,85,Passed,Project inspection satisfactory
INSP00492,P00492,2025-11-08,85,Passed,Project inspection satisfactory
INSP00493,P00493,2025-01-07,85,Passed,Project inspection satisfactory
INSP00494,P00494,2026-04-06,85,Passed,Project inspection satisfactory
INSP00495,P00495,2025-04-05,85,Passed,Project inspection satisfactory
INSP00496,P00496,2025-11-17,35,Failed,Work quality below expected standard
INSP00497,P00497,2025-01-28,85,Passed,Project inspection satisfactory
INSP00498,P00498,2024-12-26,85,Passed,Project inspection satisfactory
INSP00499,P00499,2024-08-14,85,Passed,Project inspection satisfactory
INSP00500,P00500,2024-04-05,85,Passed,Project inspection satisfactory
INSP00501,P00501,2024-08-10,85,Passed,Project inspection satisfactory
INSP00502,P00502,2025-12-24,85,Passed,Project inspection satisfactory
INSP00503,P00503,2024-09-13,85,Passed,Project inspection satisfactory
INSP00504,P00504,2024-09-24,85,Passed,Project inspection satisfactory
INSP00505,P00505,2024-05-22,85,Passed,Project inspection satisfactory
INSP00506,P00506,2026-01-03,85,Passed,Project inspection satisfactory
INSP00507,P00507,2025-06-15,85,Passed,Project inspection satisfactory
INSP00508,P00508,2025-04-06,85,Passed,Project inspection satisfactory
INSP00509,P00509,2025-09-06,85,Passed,Project inspection satisfactory
INSP00510,P00510,2025-07-09,85,Passed,Project inspection satisfactory
INSP00511,P00511,2024-03-11,85,Passed,Project inspection satisfactory
INSP00512,P00512,2025-06-23,85,Passed,Project inspection satisfactory
INSP00513,P00513,2024-07-01,85,Passed,Project inspection satisfactory
INSP00514,P00514,2024-08-16,85,Passed,Project inspection satisfactory
INSP00515,P00515,2025-05-16,85,Passed,Project inspection satisfactory
INSP00516,P00516,2025-10-25,85,Passed,Project inspection satisfactory
INSP00517,P00517,2025-12-11,85,Passed,Project inspection satisfactory
INSP00518,P00518,2025-04-22,85,Passed,Project inspection satisfactory
INSP00519,P00519,2024-03-09,85,Passed,Project inspection satisfactory
INSP00520,P00520,2026-02-10,85,Passed,Project inspection satisfactory
INSP00521,P00521,2025-08-11,85,Passed,Project inspection satisfactory
INSP00522,P00522,2025-06-12,85,Passed,Project inspection satisfactory
INSP00523,P00523,2024-11-10,85,Passed,Project inspection satisfactory
INSP00524,P00524,2025-04-21,85,Passed,Project inspection satisfactory
INSP00525,P00525,2025-12-01,85,Passed,Project inspection satisfactory
INSP00526,P00526,2024-12-12,85,Passed,Project inspection satisfactory
INSP00527,P00527,2025-03-22,85,Passed,Project inspection satisfactory
INSP00528,P00528,2025-12-29,85,Passed,Project inspection satisfactory
INSP00529,P00529,2024-10-19,85,Passed,Project inspection satisfactory
INSP00530,P00530,2025-05-07,85,Passed,Project inspection satisfactory
INSP00531,P00531,2024-02-16,85,Passed,Project inspection satisfactory
INSP00532,P00532,2024-10-19,85,Passed,Project inspection satisfactory
INSP00533,P00533,2025-06-10,85,Passed,Project inspection satisfactory
INSP00534,P00534,2024-05-24,85,Passed,Project inspection satisfactory
INSP00535,P00535,2025-04-04,85,Passed,Project inspection satisfactory
INSP00536,P00536,2024-05-03,85,Passed,Project inspection satisfactory
INSP00537,P00537,2025-02-09,85,Passed,Project inspection satisfactory
INSP00538,P00538,2024-08-08,85,Passed,Project inspection satisfactory
INSP00539,P00539,2024-05-15,85,Passed,Project inspection satisfactory
INSP00540,P00540,2024-02-18,85,Passed,Project inspection satisfactory
INSP00541,P00541,2025-08-23,35,Failed,Work quality below expected standard
INSP00542,P00542,2024-07-16,85,Passed,Project inspection satisfactory
INSP00543,P00543,2024-02-16,85,Passed,Project inspection satisfactory
INSP00544,P00544,2025-12-04,85,Passed,Project inspection satisfactory
INSP00545,P00545,2025-11-06,85,Passed,Project inspection satisfactory
INSP00546,P00546,2026-03-27,85,Passed,Project inspection satisfactory
INSP00547,P00547,2024-11-19,85,Passed,Project inspection satisfactory
INSP00548,P00548,2024-01-15,85,Passed,Project inspection satisfactory
INSP00549,P00549,2026-01-01,85,Passed,Project inspection satisfactory
INSP00550,P00550,2024-12-17,85,Passed,Project inspection satisfactory
INSP00551,P00551,2025-11-30,85,Passed,Project inspection satisfactory
INSP00552,P00552,2025-11-21,85,Passed,Project inspection satisfactory
INSP00553,P00553,2024-03-06,85,Passed,Project inspection satisfactory
INSP00554,P00554,2024-04-29,85,Passed,Project inspection satisfactory
INSP00555,P00555,2026-01-13,85,Passed,Project inspection satisfactory
INSP00556,P00556,2024-04-19,85,Passed,Project inspection satisfactory
INSP00557,P00557,2024-06-19,85,Passed,Project inspection satisfactory
INSP00558,P00558,2025-09-14,85,Passed,Project inspection satisfactory
INSP00559,P00559,2024-10-26,85,Passed,Project inspection satisfactory
INSP00560,P00560,2025-01-08,85,Passed,Project inspection satisfactory
INSP00561,P00561,2024-06-27,25,Failed,Project site requires detailed investigation
INSP00562,P00562,2024-12-29,85,Passed,Project inspection satisfactory
INSP00563,P00563,2024-02-06,85,Passed,Project inspection satisfactory
INSP00564,P00564,2024-07-12,85,Passed,Project inspection satisfactory
INSP00565,P00565,2025-12-06,85,Passed,Project inspection satisfactory
INSP00566,P00566,2025-11-13,85,Passed,Project inspection satisfactory
INSP00567,P00567,2026-02-24,85,Passed,Project inspection satisfactory
INSP00568,P00568,2025-12-23,85,Passed,Project inspection satisfactory
INSP00569,P00569,2024-07-07,85,Passed,Project inspection satisfactory
INSP00570,P00570,2026-04-13,85,Passed,Project inspection satisfactory
INSP00571,P00571,2024-09-04,85,Passed,Project inspection satisfactory
INSP00572,P00572,2025-12-30,85,Passed,Project inspection satisfactory
INSP00573,P00573,2026-01-15,85,Passed,Project inspection satisfactory
INSP00574,P00574,2025-02-13,85,Passed,Project inspection satisfactory
INSP00575,P00575,2024-09-08,85,Passed,Project inspection satisfactory
INSP00576,P00576,2025-03-10,85,Passed,Project inspection satisfactory
INSP00577,P00577,2025-01-12,85,Passed,Project inspection satisfactory
INSP00578,P00578,2025-02-07,85,Passed,Project inspection satisfactory
INSP00579,P00579,2024-05-06,85,Passed,Project inspection satisfactory
INSP00580,P00580,2024-07-05,85,Passed,Project inspection satisfactory
INSP00581,P00581,2025-01-13,85,Passed,Project inspection satisfactory
INSP00582,P00582,2025-11-06,85,Passed,Project inspection satisfactory
INSP00583,P00583,2025-06-03,85,Passed,Project inspection satisfactory
INSP00584,P00584,2024-05-20,85,Passed,Project inspection satisfactory
INSP00585,P00585,2025-02-15,85,Passed,Project inspection satisfactory
INSP00586,P00586,2025-09-27,35,Failed,Work quality below expected standard
INSP00587,P00587,2024-08-07,85,Passed,Project inspection satisfactory
INSP00588,P00588,2026-05-02,85,Passed,Project inspection satisfactory
INSP00589,P00589,2026-02-26,85,Passed,Project inspection satisfactory
INSP00590,P00590,2024-05-16,85,Passed,Project inspection satisfactory
INSP00591,P00591,2024-02-17,85,Passed,Project inspection satisfactory
INSP00592,P00592,2025-01-26,85,Passed,Project inspection satisfactory
INSP00593,P00593,2025-12-29,85,Passed,Project inspection satisfactory
INSP00594,P00594,2026-01-05,85,Passed,Project inspection satisfactory
INSP00595,P00595,2025-03-12,85,Passed,Project inspection satisfactory
INSP00596,P00596,2026-04-13,85,Passed,Project inspection satisfactory
INSP00597,P00597,2025-03-22,85,Passed,Project inspection satisfactory
INSP00598,P00598,2024-01-25,85,Passed,Project inspection satisfactory
INSP00599,P00599,2024-08-16,85,Passed,Project inspection satisfactory
INSP00600,P00600,2024-01-13,85,Passed,Project inspection satisfactory
INSP00601,P00601,2025-05-17,45,Needs Improvement,Physical progress requires verification
INSP00602,P00602,2025-06-27,85,Passed,Project inspection satisfactory
INSP00603,P00603,2024-11-26,85,Passed,Project inspection satisfactory
INSP00604,P00604,2025-11-26,85,Passed,Project inspection satisfactory
INSP00605,P00605,2026-02-06,85,Passed,Project inspection satisfactory
INSP00606,P00606,2025-04-29,85,Passed,Project inspection satisfactory
INSP00607,P00607,2025-04-28,85,Passed,Project inspection satisfactory
INSP00608,P00608,2024-05-21,85,Passed,Project inspection satisfactory
INSP00609,P00609,2024-11-28,85,Passed,Project inspection satisfactory
INSP00610,P00610,2026-01-05,85,Passed,Project inspection satisfactory
INSP00611,P00611,2024-01-18,85,Passed,Project inspection satisfactory
INSP00612,P00612,2025-01-17,85,Passed,Project inspection satisfactory
INSP00613,P00613,2025-07-10,85,Passed,Project inspection satisfactory
INSP00614,P00614,2024-12-11,85,Passed,Project inspection satisfactory
INSP00615,P00615,2025-09-13,85,Passed,Project inspection satisfactory
INSP00616,P00616,2024-05-24,85,Passed,Project inspection satisfactory
INSP00617,P00617,2024-06-01,85,Passed,Project inspection satisfactory
INSP00618,P00618,2026-03-16,85,Passed,Project inspection satisfactory
INSP00619,P00619,2024-08-16,85,Passed,Project inspection satisfactory
INSP00620,P00620,2024-10-25,85,Passed,Project inspection satisfactory
INSP00621,P00621,2024-05-08,85,Passed,Project inspection satisfactory
INSP00622,P00622,2024-11-07,85,Passed,Project inspection satisfactory
INSP00623,P00623,2024-02-02,85,Passed,Project inspection satisfactory
INSP00624,P00624,2024-08-22,85,Passed,Project inspection satisfactory
INSP00625,P00625,2025-06-05,85,Passed,Project inspection satisfactory
INSP00626,P00626,2024-11-20,85,Passed,Project inspection satisfactory
INSP00627,P00627,2025-10-10,85,Passed,Project inspection satisfactory
INSP00628,P00628,2025-09-16,85,Passed,Project inspection satisfactory
INSP00629,P00629,2025-04-21,85,Passed,Project inspection satisfactory
INSP00630,P00630,2025-07-01,85,Passed,Project inspection satisfactory
INSP00631,P00631,2024-04-01,35,Failed,Work quality below expected standard
INSP00632,P00632,2024-02-03,85,Passed,Project inspection satisfactory
INSP00633,P00633,2025-06-02,85,Passed,Project inspection satisfactory
INSP00634,P00634,2024-12-08,85,Passed,Project inspection satisfactory
INSP00635,P00635,2024-01-12,85,Passed,Project inspection satisfactory
INSP00636,P00636,2025-04-25,85,Passed,Project inspection satisfactory
INSP00637,P00637,2024-01-11,85,Passed,Project inspection satisfactory
INSP00638,P00638,2024-06-26,85,Passed,Project inspection satisfactory
INSP00639,P00639,2024-11-19,85,Passed,Project inspection satisfactory
INSP00640,P00640,2024-03-03,85,Passed,Project inspection satisfactory
INSP00641,P00641,2025-11-18,25,Failed,Project site requires detailed investigation
INSP00642,P00642,2025-10-15,85,Passed,Project inspection satisfactory
INSP00643,P00643,2025-02-21,85,Passed,Project inspection satisfactory
INSP00644,P00644,2025-05-07,85,Passed,Project inspection satisfactory
INSP00645,P00645,2024-07-24,85,Passed,Project inspection satisfactory
INSP00646,P00646,2024-09-25,85,Passed,Project inspection satisfactory
INSP00647,P00647,2025-01-03,85,Passed,Project inspection satisfactory
INSP00648,P00648,2025-09-26,85,Passed,Project inspection satisfactory
INSP00649,P00649,2025-05-10,85,Passed,Project inspection satisfactory
INSP00650,P00650,2025-07-16,85,Passed,Project inspection satisfactory
INSP00651,P00651,2024-03-08,85,Passed,Project inspection satisfactory
INSP00652,P00652,2026-04-02,85,Passed,Project inspection satisfactory
INSP00653,P00653,2025-04-17,85,Passed,Project inspection satisfactory
INSP00654,P00654,2025-09-10,85,Passed,Project inspection satisfactory
INSP00655,P00655,2024-06-22,85,Passed,Project inspection satisfactory
INSP00656,P00656,2025-12-30,85,Passed,Project inspection satisfactory
INSP00657,P00657,2025-04-09,85,Passed,Project inspection satisfactory
INSP00658,P00658,2025-12-13,85,Passed,Project inspection satisfactory
INSP00659,P00659,2024-01-28,85,Passed,Project inspection satisfactory
INSP00660,P00660,2024-05-02,85,Passed,Project inspection satisfactory
INSP00661,P00661,2025-07-13,45,Needs Improvement,Physical progress requires verification
INSP00662,P00662,2025-01-29,85,Passed,Project inspection satisfactory
INSP00663,P00663,2026-01-18,85,Passed,Project inspection satisfactory
INSP00664,P00664,2025-01-09,85,Passed,Project inspection satisfactory
INSP00665,P00665,2024-05-02,85,Passed,Project inspection satisfactory
INSP00666,P00666,2024-04-30,85,Passed,Project inspection satisfactory
INSP00667,P00667,2025-02-21,85,Passed,Project inspection satisfactory
INSP00668,P00668,2025-12-25,85,Passed,Project inspection satisfactory
INSP00669,P00669,2026-03-24,85,Passed,Project inspection satisfactory
INSP00670,P00670,2025-09-29,85,Passed,Project inspection satisfactory
INSP00671,P00671,2025-04-15,85,Passed,Project inspection satisfactory
INSP00672,P00672,2025-12-21,85,Passed,Project inspection satisfactory
INSP00673,P00673,2026-05-03,85,Passed,Project inspection satisfactory
INSP00674,P00674,2024-11-10,85,Passed,Project inspection satisfactory
INSP00675,P00675,2025-02-15,85,Passed,Project inspection satisfactory
INSP00676,P00676,2025-07-19,35,Failed,Work quality below expected standard
INSP00677,P00677,2024-06-09,85,Passed,Project inspection satisfactory
INSP00678,P00678,2026-02-27,85,Passed,Project inspection satisfactory
INSP00679,P00679,2025-10-19,85,Passed,Project inspection satisfactory
INSP00680,P00680,2025-01-22,85,Passed,Project inspection satisfactory
INSP00681,P00681,2025-09-10,85,Passed,Project inspection satisfactory
INSP00682,P00682,2024-07-24,85,Passed,Project inspection satisfactory
INSP00683,P00683,2025-03-17,85,Passed,Project inspection satisfactory
INSP00684,P00684,2024-02-26,85,Passed,Project inspection satisfactory
INSP00685,P00685,2026-01-06,85,Passed,Project inspection satisfactory
INSP00686,P00686,2026-04-20,85,Passed,Project inspection satisfactory
INSP00687,P00687,2024-08-17,85,Passed,Project inspection satisfactory
INSP00688,P00688,2026-02-18,85,Passed,Project inspection satisfactory
INSP00689,P00689,2025-03-21,85,Passed,Project inspection satisfactory
INSP00690,P00690,2024-12-28,85,Passed,Project inspection satisfactory
INSP00691,P00691,2024-12-30,85,Passed,Project inspection satisfactory
INSP00692,P00692,2024-01-13,85,Passed,Project inspection satisfactory
INSP00693,P00693,2024-03-05,85,Passed,Project inspection satisfactory
INSP00694,P00694,2025-10-31,85,Passed,Project inspection satisfactory
INSP00695,P00695,2025-07-01,85,Passed,Project inspection satisfactory
INSP00696,P00696,2026-04-16,85,Passed,Project inspection satisfactory
INSP00697,P00697,2024-02-06,85,Passed,Project inspection satisfactory
INSP00698,P00698,2025-04-04,85,Passed,Project inspection satisfactory
INSP00699,P00699,2025-01-07,85,Passed,Project inspection satisfactory
INSP00700,P00700,2024-12-15,85,Passed,Project inspection satisfactory
INSP00701,P00701,2025-12-10,85,Passed,Project inspection satisfactory
INSP00702,P00702,2025-05-20,85,Passed,Project inspection satisfactory
INSP00703,P00703,2024-04-22,85,Passed,Project inspection satisfactory
INSP00704,P00704,2024-11-26,85,Passed,Project inspection satisfactory
INSP00705,P00705,2024-06-30,85,Passed,Project inspection satisfactory
INSP00706,P00706,2024-08-01,85,Passed,Project inspection satisfactory
INSP00707,P00707,2024-06-24,85,Passed,Project inspection satisfactory
INSP00708,P00708,2025-05-25,85,Passed,Project inspection satisfactory
INSP00709,P00709,2024-10-06,85,Passed,Project inspection satisfactory
INSP00710,P00710,2025-08-22,85,Passed,Project inspection satisfactory
INSP00711,P00711,2024-04-11,85,Passed,Project inspection satisfactory
INSP00712,P00712,2025-11-14,85,Passed,Project inspection satisfactory
INSP00713,P00713,2024-01-25,85,Passed,Project inspection satisfactory
INSP00714,P00714,2025-11-01,85,Passed,Project inspection satisfactory
INSP00715,P00715,2025-09-02,85,Passed,Project inspection satisfactory
INSP00716,P00716,2024-09-26,85,Passed,Project inspection satisfactory
INSP00717,P00717,2026-04-27,85,Passed,Project inspection satisfactory
INSP00718,P00718,2024-12-11,85,Passed,Project inspection satisfactory
INSP00719,P00719,2024-03-10,85,Passed,Project inspection satisfactory
INSP00720,P00720,2025-03-22,85,Passed,Project inspection satisfactory
INSP00721,P00721,2025-12-23,35,Failed,Work quality below expected standard
INSP00722,P00722,2025-12-03,85,Passed,Project inspection satisfactory
INSP00723,P00723,2025-12-24,85,Passed,Project inspection satisfactory
INSP00724,P00724,2026-03-26,85,Passed,Project inspection satisfactory
INSP00725,P00725,2024-07-26,85,Passed,Project inspection satisfactory
INSP00726,P00726,2025-05-24,85,Passed,Project inspection satisfactory
INSP00727,P00727,2024-06-24,85,Passed,Project inspection satisfactory
INSP00728,P00728,2024-11-16,85,Passed,Project inspection satisfactory
INSP00729,P00729,2025-12-25,85,Passed,Project inspection satisfactory
INSP00730,P00730,2025-08-30,85,Passed,Project inspection satisfactory
INSP00731,P00731,2026-03-19,85,Passed,Project inspection satisfactory
INSP00732,P00732,2025-03-01,85,Passed,Project inspection satisfactory
INSP00733,P00733,2026-03-19,85,Passed,Project inspection satisfactory
INSP00734,P00734,2025-04-04,85,Passed,Project inspection satisfactory
INSP00735,P00735,2025-06-04,85,Passed,Project inspection satisfactory
INSP00736,P00736,2025-09-18,85,Passed,Project inspection satisfactory
INSP00737,P00737,2025-07-16,85,Passed,Project inspection satisfactory
INSP00738,P00738,2024-08-18,85,Passed,Project inspection satisfactory
INSP00739,P00739,2025-05-13,85,Passed,Project inspection satisfactory
INSP00740,P00740,2024-07-17,85,Passed,Project inspection satisfactory
INSP00741,P00741,2024-03-15,85,Passed,Project inspection satisfactory
INSP00742,P00742,2026-03-10,85,Passed,Project inspection satisfactory
INSP00743,P00743,2025-06-25,85,Passed,Project inspection satisfactory
INSP00744,P00744,2024-10-21,85,Passed,Project inspection satisfactory
INSP00745,P00745,2024-12-28,85,Passed,Project inspection satisfactory
INSP00746,P00746,2025-07-21,85,Passed,Project inspection satisfactory
INSP00747,P00747,2024-03-01,85,Passed,Project inspection satisfactory
INSP00748,P00748,2024-05-07,85,Passed,Project inspection satisfactory
INSP00749,P00749,2025-07-30,85,Passed,Project inspection satisfactory
INSP00750,P00750,2024-11-21,85,Passed,Project inspection satisfactory
INSP00751,P00751,2024-12-16,85,Passed,Project inspection satisfactory
INSP00752,P00752,2024-10-29,85,Passed,Project inspection satisfactory
INSP00753,P00753,2026-02-09,85,Passed,Project inspection satisfactory
INSP00754,P00754,2025-04-17,85,Passed,Project inspection satisfactory
INSP00755,P00755,2024-03-19,85,Passed,Project inspection satisfactory
INSP00756,P00756,2024-11-07,85,Passed,Project inspection satisfactory
INSP00757,P00757,2025-04-01,85,Passed,Project inspection satisfactory
INSP00758,P00758,2026-04-24,85,Passed,Project inspection satisfactory
INSP00759,P00759,2025-09-16,85,Passed,Project inspection satisfactory
INSP00760,P00760,2025-05-20,85,Passed,Project inspection satisfactory
INSP00761,P00761,2026-04-25,85,Passed,Project inspection satisfactory
INSP00762,P00762,2025-08-11,85,Passed,Project inspection satisfactory
INSP00763,P00763,2024-09-05,85,Passed,Project inspection satisfactory
INSP00764,P00764,2024-02-01,85,Passed,Project inspection satisfactory
INSP00765,P00765,2024-10-10,85,Passed,Project inspection satisfactory
INSP00766,P00766,2024-03-18,35,Failed,Work quality below expected standard
INSP00767,P00767,2024-12-07,85,Passed,Project inspection satisfactory
INSP00768,P00768,2025-01-26,85,Passed,Project inspection satisfactory
INSP00769,P00769,2025-11-20,85,Passed,Project inspection satisfactory
INSP00770,P00770,2024-01-16,85,Passed,Project inspection satisfactory
INSP00771,P00771,2024-09-11,85,Passed,Project inspection satisfactory
INSP00772,P00772,2024-11-16,85,Passed,Project inspection satisfactory
INSP00773,P00773,2024-06-26,85,Passed,Project inspection satisfactory
INSP00774,P00774,2026-04-18,85,Passed,Project inspection satisfactory
INSP00775,P00775,2025-11-14,85,Passed,Project inspection satisfactory
INSP00776,P00776,2024-11-18,85,Passed,Project inspection satisfactory
INSP00777,P00777,2024-01-30,85,Passed,Project inspection satisfactory
INSP00778,P00778,2025-01-17,85,Passed,Project inspection satisfactory
INSP00779,P00779,2025-01-07,85,Passed,Project inspection satisfactory
INSP00780,P00780,2024-05-28,85,Passed,Project inspection satisfactory
INSP00781,P00781,2026-03-16,45,Needs Improvement,Physical progress requires verification
INSP00782,P00782,2025-03-25,85,Passed,Project inspection satisfactory
INSP00783,P00783,2024-02-28,85,Passed,Project inspection satisfactory
INSP00784,P00784,2024-04-21,85,Passed,Project inspection satisfactory
INSP00785,P00785,2024-03-15,85,Passed,Project inspection satisfactory
INSP00786,P00786,2025-09-21,85,Passed,Project inspection satisfactory
INSP00787,P00787,2025-11-04,85,Passed,Project inspection satisfactory
INSP00788,P00788,2024-11-10,85,Passed,Project inspection satisfactory
INSP00789,P00789,2024-02-10,85,Passed,Project inspection satisfactory
INSP00790,P00790,2024-02-13,85,Passed,Project inspection satisfactory
INSP00791,P00791,2024-07-18,85,Passed,Project inspection satisfactory
INSP00792,P00792,2025-07-25,85,Passed,Project inspection satisfactory
INSP00793,P00793,2025-11-11,85,Passed,Project inspection satisfactory
INSP00794,P00794,2025-07-29,85,Passed,Project inspection satisfactory
INSP00795,P00795,2025-08-07,85,Passed,Project inspection satisfactory
INSP00796,P00796,2024-07-25,85,Passed,Project inspection satisfactory
INSP00797,P00797,2025-02-19,85,Passed,Project inspection satisfactory
INSP00798,P00798,2025-11-11,85,Passed,Project inspection satisfactory
INSP00799,P00799,2025-10-31,85,Passed,Project inspection satisfactory
INSP00800,P00800,2026-03-28,85,Passed,Project inspection satisfactory
INSP00801,P00801,2024-06-11,25,Failed,Project site requires detailed investigation
INSP00802,P00802,2024-05-17,85,Passed,Project inspection satisfactory
INSP00803,P00803,2026-01-05,85,Passed,Project inspection satisfactory
INSP00804,P00804,2025-10-29,85,Passed,Project inspection satisfactory
INSP00805,P00805,2025-03-10,85,Passed,Project inspection satisfactory
INSP00806,P00806,2024-04-21,85,Passed,Project inspection satisfactory
INSP00807,P00807,2024-12-21,85,Passed,Project inspection satisfactory
INSP00808,P00808,2024-07-15,85,Passed,Project inspection satisfactory
INSP00809,P00809,2024-11-28,85,Passed,Project inspection satisfactory
INSP00810,P00810,2026-03-14,85,Passed,Project inspection satisfactory
INSP00811,P00811,2024-09-17,35,Failed,Work quality below expected standard
INSP00812,P00812,2024-11-24,85,Passed,Project inspection satisfactory
INSP00813,P00813,2025-12-14,85,Passed,Project inspection satisfactory
INSP00814,P00814,2025-12-13,85,Passed,Project inspection satisfactory
INSP00815,P00815,2025-01-08,85,Passed,Project inspection satisfactory
INSP00816,P00816,2025-09-01,85,Passed,Project inspection satisfactory
INSP00817,P00817,2025-07-17,85,Passed,Project inspection satisfactory
INSP00818,P00818,2025-12-13,85,Passed,Project inspection satisfactory
INSP00819,P00819,2024-11-12,85,Passed,Project inspection satisfactory
